first_5_words,inhoud,Review,sentiment
Geschreven bij Regatta Samaris II,Mid Wandelschoenen Mannen - Grijs - Maat 42 Goed kwaliteit en goed voor Veiligheid en super voor bedrag,,1
Geschreven bij Travelin' Aborg -,Lage Heren Wandelschoenen - Waterdicht en ademend - Donkergrijs - Maat 41 Zit goed aan de voet,,1
Geschreven bij Travelin' Aborg -,Lage Heren Wandelschoenen - Waterdicht en ademend - Donkergrijs - Maat 42 Goede wandelschoen met steun en pasvorm. De binnen zool kan uitgenomen worden zodat je steunzolen kunt plaatsen.,,1
Geschreven bij Grisport Siena Low,Dames Wandelschoenen - Groen/Roze - Maat 39 Gistermiddag om 15.00 uur werden ze bezorgd. Stapte er meteen fijn in en hele avond in huis aan gehouden. Vanochtend op zeer oneffen wandelpaden uitgeprobeerd. Lopen fantastisch. Goede grip en geen centje pijn! En zien er nog leuk uit ook! Ben er heel erg blij mee.,,1
Geschreven bij Grisport Siena Low,Dames Wandelschoenen - Groen/Roze - Maat 36 De schoenen zitten perfect.,,1
Geschreven bij Grisport Siena Low,Dames Wandelschoenen - Blauw - Maat 36 Tof artikel zeker kopen!,,1
Geschreven bij Grisport Siena Low,Dames Wandelschoenen - Groen/Roze - Maat 38 Dat ze heel smal uitvallen,,1
Geschreven bij GRI 8637 Mooi,en niet duur en goede pasvorm,,1
Geschreven bij Meindl Eppan Gore-tex,Wandelschoenen 5542-39 - Kleur Bruin - Maat 44 Heerlijke wandelschoenen. Absolute aanrader!,,1
Geschreven bij Grisport Gerlos Mid,Wandelschoen Dames 12529-101 Blauw - Maat 41 Goede schoen fijne prijs.,,1
Geschreven bij Travelin' Aborg -,Lage Heren Wandelschoenen - Waterdicht en ademend - Donkergrijs - Maat 41 Zit goed aan de voet,,1
Geschreven bij Wolky Comfortschoenen Roll,"Slipper denim nubuck Ontvangen, gepast en niet meer uitgedaan!Heerlijke pasvorm, weldaad voor je voeten.Na járen pumps waren de sneakers al favoriet. Deze slipper past in dit gemak rijtje!",,1
Geschreven bij Grisport Wandelschoenen -,Maat 45 - Unisex - bruin/zwart Als pluspunt zou ik zeggen: voldoet aan verwachting.,,1
Geschreven bij Grisport Anden Unisex,Wandelschoenen De wandelschoenen zijn voor mij goed. Ik heb ze al vaker gehad,,1
Ondanks dat ik de klompen,"niet zo erg mooi vind zitten ze heerlijk. Prima in en om het huis om snel even aan te schieten. Ik kan weer jaren vooruit. En het leer (geen nubuck) is goed schoon te maken, ook niet onbelangrijk.",,1
Geschreven bij Lomer Spider Ultra,"MTX zwart geel wandelschoenen uni - Copy (40000.A.09) Ik heb deze schoenen een paar maanden. Ze zitten fijn en het profiel is goed, alleen zijn ze niet waterdicht. Een wandeling door nat gras betekent natte sokken. Heel jammer.",,-1
Geschreven bij Lomer - Spider,"Ultra MTX-Terra - maat 44 Zeer goede schoenen, perfecte pasvorm, zitten goed stevig om de voet kortom een prima schoen met een mooi uiterlijk!",,-1
Geschreven bij Merrell Accentor Sport,GTX Black/Rock Wandelschoenen Heren - Black/Rock- Maat 44 De schoenen zijn stevig en zien er goed uit alleen bij langere gebruik kreeg ik veel last ven mijn knieholtes dit komt waarschijnlijk dat ik deze schoenen draag jammer ze zitten goed maar kan ze niet meer gebruiken,,0
Geschreven bij Hi-Tec V-Lite SpHike,"Nijmegen Low Wandelschoenen - Heren - Zwart staat omschreven als waterafstotend en waterdicht, enkel minuten dauwtrappen (wandelen door gras nat van de dauw) waren al voldoende om natte voeten te krijgen., water afstotend , dus niet, na enkele keren mailen met de leverancier werd dan maar voorgesteld ze via bol.com te retourneren. Vond ik uiteindelijk ook geen goed plan want er moest gewandeld worden, heb zelf maar een spuitbus gekocht om het waterafstotend te maken. verder goede pasvorm beetje gedrongen design en bij droge omstandigheden uitstekende comfortabele wandelschoen",,0
Geschreven bij Hi-Tec V-Lite SpHike,Nijmegen Low Wandelschoenen - Heren - Groen/Oranje Duurt lang met retour verwerking,,0
Geschreven bij Hi-Tec V-Lite SpHike,Nijmegen Low Wandelschoenen - Dames - Zwart Stevige maar toch lichte schoenen waar je direct op weg loopt,,0
Geschreven bij Hi-Tec V-Lite SpHike,Nijmegen Low Wandelschoenen - Heren - Donkerblauw Dit is een perfecte schoen loopt heerlijk,,0
Geschreven bij Ecco - 511534,-Irving - Casual schoen comfort - Heren - Maat 41 - Cognac - 01053 -Cognac Ik ben er blij mee het loopt erg goed,,1
Geschreven bij Blackstone schoen 999,"bruin bergschoen Zeer goede, fijne schoenen",,1
super schoenen! echt kwalitijd. deze,"schoenen gaan jaren mee,en de zachte zolen heb ik nog nergens in de schoenen gekregen! dat is super goed bedacht!! ik ben echt tevrede!! thanks",,1
Geschreven bij Blackstone schoen 999,bruin bergschoen 30jaar geleden waren dit al de fijnste wandelschoenen nouja eerder bikerschoes echte stoere motorshoes,,1
Geschreven bij Blackstone 999 Wandelschoen,- zwart Ze passen,,1
Geschreven bij Lowa Wandelschoenen -,Maat 43.5 - Mannen - zwart Heerlijke loop schoenen. Waterdichtheid nog niet getest. Voelen iets krapper aan dan mijn vorige Lowa schoenen.,,1
Valt meer dan 2 maten,kleiner. Ik heb maat 39 en mijn hak valt nog steeds van de slippers af! Daarnaast schuurt de band enorm. Jammer!,,-1
Geschreven bij TIMBERLAND HERITAGE 6,IN WATERPROOF BOOT WHEAT NUBUCK-MAAT 40 berichten mij dat de schoen weer op voorraad was echt top service de schoen zit als gegoten heel blij mee bedankt MASHOPSNEAKERS,,1
Geschreven bij Travelin' Morvik Softshell,"Heren - Lichtgewicht Wandelschoenen - Maat 40 Lichte schoen met goede steun, ook de enkels en prima zool voor ( bijna) alle ondergronden.Travellin heeft grote keuze in maat.",,1
Geschreven bij Mountain Peak heren,wandelschoenen categorie B - Bruin - Maat 43 - Uitneembare zool Prijs kwaliteit verhouding is perfect.,,1
Geschreven bij Mountain Peak kinder,wandelschoenen categorie A - Blauw - Maat 32 Mooie schoenen,,1
comfortabel aan de voeten maar,niet waterdicht.,,-1
Geschreven bij Columbia REDMOND III,- Wandelschoenen Dames Waterdicht - Ti Titanium - Maat 41 Dit zijn heel fijne comfortabele wandelschoenen met goede grip en een normale pasvorm. Je kunt er flink wat kilometers op lopen.,,-1
Geschreven bij Keen Targhee III,Heren Wandelschoenen Bungee Cord/Black | Grijs | Leer | Maat 45 | K1017783 Loopt vanaf het momentdat je hem aantrekt goed.,,1
Geschreven bij Keen Targhee III,"Heren Wandelschoenen Bungee Cord/Black | Grijs | Leer | Maat 41 | K1017783 Mooie schoen, goede kwaliteit. Brede leest voor brede voeten. Valt groot, heb een maat kleiner die alsnog ruim valt.Levering volgens Bol.com uiterlijk vrijdag. De dinsdag erop pas geleverd. Dit is de tweede x al dat levering niet overeen komt met de communicatie.",,1
"Geschreven bij Buitenlaarzen, maat 46",supper snel geleverd,,1
De schoenen zijn lekker licht,en lopen lekker en toch stevig,,1
Geschreven bij Merrell Moab Speed,"GTX Wandelschoenen Dames- Blauw - Maat 37 sportieve stapschoen met goede pasvorm, licht aan de voet en toch met stevige onderzool.",,1
Geschreven bij Wolky Comfortschoenen Roll,"Slide rood leer Ondanks dat ik de klompen niet zo erg mooi vind zitten ze heerlijk. Prima in en om het huis om snel even aan te schieten. Ik kan weer jaren vooruit. En het leer (geen nubuck) is goed schoon te maken, ook niet onbelangrijk.",,1
Goede afwikkeling stevige schoen goede,pasvorm,,1
Geschreven bij MEINDL PHILADELPHIA GTX,"- BRAUN- 9. Goede stevige schoen, mooie afwerking, maar de hieldemping is voor mij niet voldoende waardoor ik soms enkel en kniepijn heb, vooral op verharde wegen.",,1
Geschreven bij MEINDL PHILADELPHIA GTX,- BRAUN- 9. Uitstekende wandelschoen. En de maat klopt perfect.,,1
Geschreven bij MEINDL PHILADELPHIA GTX,- BRAUN- 8. ....,,1
Geschreven bij Travelin' Nyborg -,Heren wandelschoenen - Waterdicht en ademend - Bruin Leer - Maat 43 Aangenaam dragen en vaste voet om te wandellen,,1
"Zit goed, waterdicht voor de","eerste twee uren, daarna niet of in ieder geval minder.",,1
Geschreven bij Travelin' Nyborg -,Heren wandelschoenen - Waterdicht en ademend - Bruin Leer - Maat 43 Top schoen. Zit lekker en kan uren wandelen zonder problemen. Zelfs 'inlopen' hoefde niet..,,1
Geschreven bij Skechers Hiking Trego,"Base Camp wandelschoenen bruin - Maat 38 Zijn dan, voor mij, totaal geen sexy schoenen. Maar ohh, wat zitten ze heerlijk! Super stevig, goed aansluitend om de voeten en enkels. Gewoon mijn eigen maat genomen en zit dus als gegoten. Voel me stoer en staan best leuk onder een spijkerbroek of sportieve joggingbroek. Loopt bovendien echt fijn. Gelijk in de regen een wandeling van 1 uur gemaakt. Geen spijt!!",,1
Geschreven bij Skechers Hiking Trego,"Base Camp wandelschoenen bruin - Maat 40 Stevige wandelschoen, leuke kleuren, zachte zool, geen pijnlijke voeten, vallen wel ruim uit in schoenmaat. Heb dan ook een paar moeten retourneren wegens te groot zijnde.",,1
Geschreven bij Skechers Hiking Trego,Base Camp wandelschoenen bruin - Maat 38 Ze zitten lekker en zijn gemakkelijk aan te trekken,,1
Geschreven bij Skechers Trego -,"Base Camp Dames Wandelschoenen - Kaki - Maat 39 Lopen en zitten goed, maar als je door nat gras loopt heb je kletsnatte voeten, ik heb de leverancier gemaild en die zegt dat mag omdat ze niet waterdicht zijn",,1
Geschreven bij Skechers Hiking Trego,Base Camp wandelschoenen bruin - Maat 36 Licht,,1
Geschreven bij Skechers Hiking Trego,Base Camp wandelschoenen bruin - Maat 39 Brede voeten en halluxtenen passen er goed in. Steunzolen ook. Maar ik heb wel halve maat groter besteld omdat mijn ene voet groter is dan de andere. De veters zijn heel sterk en kan je stevig strak krijgen. Ik loop veel met de hond door zompige blubber en ze zijn waterdicht gebleken. Ik vind de schoenen mooi en trendy. Ik zou graag volgend jaar een versie willen met zachte wollige voering voor warmere wintervoeten,,1
Geschreven bij Grisport Zermatt Mid,Wandelschoenen Unisex - Black - Maat 44 Deze schoenen zijn absoluut niet waterdicht!,,-1
Geschreven bij Grisport Zermatt Mid,Wandelschoenen Unisex - Green - Maat 42 Prima wandelschoen voldoet aan de verwachting,,-1
Geschreven bij Grisport Zermatt Mid,"Wandelschoenen Unisex - Green - Maat 46 Had deze schoenen al bij Wkp gezien, zitten heel goed. En daarom wist ik dat ik een maat groter moest hebben.",,-1
"Mooie stevige schoen, lijkt lekker",te zitten maar valt helaas klein. Moet dus weer retour.,,1
Geschreven bij Hanwag Tatra II,Wide GTX Erde Wandelschoenen Heren Twee pluspunten: voldoet aan verwachting en goede kwaliteit.,,1
Geschreven bij wandelschoenen- stalenneus- veiligheidszool-,lichtgewicht- maat 39 Prettige lichte schoenen,,1
Geschreven bij wandelschoenen- stalenneus- veiligheidszool-,"lichtgewicht- maat 39 Súper zacht... le loopt op een luchtkussen, echt aangenaam.",,1
Geschreven bij wandelschoenen- stalenneus- veiligheidsschoenen-,lichtgewicht- maat 40 Na amper 2 weken dragen is luchtkussen al kapot. Bij elke stap piept de schoen alsof de lucht eruit word geperst.De schoen zat zalig voor te werken voorheen,,1
Geschreven bij sportieve veiligheidsschoenen -,Lichtgewicht - maat 43 Zool is veel te glad. In de logistiek op een gladde werkvloer zijn deze schoenen onveilig. Ik heb ze terug gestuurd.,,1
Geschreven bij sportieve veiligheidsschoenen -,Lichtgewicht - maat 43 Mooi en veilig schoen om mee te werken,,1
Geschreven bij Meindl philadelphia gtx,- braun- 7. Goede afwikkeling stevige schoen goede pasvorm,,1
Geschreven bij Travelin' Faaborg Dames,wandelschoenen - Waterdicht en ademend - Grijs leer - Maat 41 Soepele schoen. Helaas liet na 2 maanden een stiksel los. Maar super service van toExplore. Een nieuw paar ontvangen.,,1
Geschreven bij Travelin' Aborg -,Lage Heren Wandelschoenen - Waterdicht en ademend - Donkergrijs - Maat 42 Goede wandelschoen met steun en pasvorm. De binnen zool kan uitgenomen worden zodat je steunzolen kunt plaatsen.,,1
Geschreven bij Merrell Accentor 2,"Vent Waterproof Dames Wandelschoenen Grijs/Mintgroen Maat 38 Perfecte wandelschoen. Merrell wandelschoenen hoef je nooit in te lopen, ze zitten meteen perfect!",,1
Ik had ze al jaren.,"Waren aan vernieuwing toe, maar kon er geen afscheid van nemen. Gelukkig waren ze ook nu nog te koop. Besteld en snel geleverd.",,1
Geschreven bij UNKNOWN Pampa Mid,"- Wandelschoenen - Unisex - Maat 40 - Antraciet Een jaar geleden een puppy besteld en gekregen,om lekker veel te gaan wandelen.Ik liep altijd op sportschoenen dat loopt goed alleen als het regent kreeg je natte voeten.Toen op zoek gegaan naar wandelschoenen en deze Grisport Pampa bij Bol,com gevonden en besteld omdat de prijs goed was en de levering binnen een dag,Echt super lekkere wandelschoen en waterdicht.Zeer tevreden,John de Nijs",,1
Geschreven bij GRI Pampa Mid,"Fijne schoenen, passen altijd perfect.",,1
Geschreven bij Travelin' Aborg -,"Dames Wandelschoenen - Waterdicht en ademend - Lichtgrijs leer - Maat 39 Heel aangenaam om het dragen ,en mooie wandelingen te doen in de bergen van Spanje",,1
Geschreven bij Travelin' Aborg -,"Dames Wandelschoenen - Waterdicht en ademend - Bruin leer - Maat 40 Dit is een stevige smalle wandelschoen waarin mijn voet en enkel goed gesteund worden. Het eerste kwartier had ik wat last van de stevige tong aan mijn scheenbeen maar door het gebruik ging dit snel over. Ik heb er de eerste keer al een wandeling van 15 km mee kunnen doen zonder pijn of blaren.Het is ook best een lichte schoen, hij ziet er veel robuuster uit. Ik ben blij met deze aankoop.",,1
Geschreven bij Tenson M Urban,Hiker Mid - Wandelschoenen - Heren - Bruin - Maat 43 1/3 Schoenen van Tenson goede kwaliteit goede pasvorm lopen geweldig,,1
Geschreven bij Tenson M Urban,Hiker Mid - Wandelschoenen - Heren - Bruin - Maat 44 2/3 Top schoenen goede steun zeker na 7 uur staan op je benen op werk! Bestel nu een 2e paar en gebruik deze dan buiten voor te wandelen. Mooi gekleurde design schoen!!,,1
Geschreven bij Tenson M Urban,Hiker Mid - Wandelschoenen - Heren - Zwart - Maat 43 1/3 Een goede wandelschoen die het wandelen extra plezierig maakt ook in nat weer of bij droog weer. De schoen is een hoger dan gebruikelijk en dat verstevigd de betere omsluiting om de voet.,,1
Geschreven bij Teva W RIDGEVIEW,MID RP Dames Wandelschoenen - Maat 40 Zitten heerlijk,,1
Geschreven bij Teva W RIDGEVIEW,MID RP Dames Wandelschoenen - Maat 40 Stevige en comfortabele wandelschoenen,,1
Geschreven bij Teva W RIDGEVIEW,"MID RP Dames Wandelschoenen - Maat 39 Lekker stevige wandelschoenen, bevalt goed.",,1
Geschreven bij Lomer Spider Ultra,"MTX - Wandelschoenen Dames - Light Grey/Ciliegia - maat 37 Online schoenen kopen kan lastig zijn. Soms valt de schoen groter of kleiner. Bij deze heb ik mijn eigen maat besteld en ze zitten heerlijk! Na ontvangst gelijk gaan wandelen, 2x 20 minuten. Geen zere voeten!",,1
Geschreven bij Lomer - Spider,Ultra MTX Wandelschoenen Dames Light Grey/Ciliegia - maat 38 Super snel geleverd. De schoenen sluiten goed om de voeten en lopen fantastisch. Geen vervelende naden die blaren kunnen veroorzaken. Ik ben zeer tevreden met mijn aankoop.,,1
"Mooie degelijke schoen, goede kwaliteit","leer/suede. Valt echter zeer klein, ongeveer als een maatje 38 dus helaas te klein en moeten retourneren.",,1
Geschreven bij Merrell J73705 -,"Volwassenen Heren wandelschoenenVrije tijdsschoenenWandelschoenen - Kleur: Bruin - Maat: 44 Mijn 5 de paar merrell's, wel eerdere modellen. Dit zijn echt top wandel vrije tijdsschoenen, voor normaal sportief terrein.Let bij Merrell wel goed op met de maten, een 44 is in feite bijna een 42,5 vallen idd klein uit.Bestel dit merk dus 1,5 maat groter! heb je een 42,5 in werkelijke schoenmaat, bestel maar een 44, dit is geen grapje! Nog een minpunt mijn laatste bestelling merrell's hebben meer dan een week door Polen gereisd...",,1
Geschreven bij C462933 s5 purofort,"groen 39 Prima laars, prima profiel en isolatie, goede versteviging van de neus helaas niet van de wreef waardoor je toch wat risico loopt boven een leren laars of schoen.",,1
Zit erg goed,,,1
Geschreven bij Dames Wandelschoenen Meindl,Vakuum Lady Sento Donkerblauw - Maat 4 Loopt heerlijk goede maat,,1
Geschreven bij Meindl Vakuum sento,"lady gtx marine - UK 7.5 Mooi stevige schoen die als wolkjes lopen. Ik heb een hele brede voet met hoge wreef, ze zitten perfect en waterdicht!",,1
Geschreven bij Dames Wandelschoenen Meindl,Vakuum Lady Sento Donkerblauw - Maat 5 heerlijk lichte schoen !fijn voetbed.goeie zolen.,,1
Geschreven bij Dames Wandelschoenen Meindl,"Vakuum Lady Sento Donkerblauw - Maat 6 Hele fijne wandelschoenen, het lijken wel pantoffels.",,1
Geschreven bij GRI Tiben Mid,Uitstekende pasvorm en vakkundig gemaakte wandelschoenen,,1
Geschreven bij Travelin' Faaborg Dames,"wandelschoenen - Waterdicht en ademend - Grijs leer - Maat 39 Een hele fijne wandelschoen. Echter na 3 weken! liet het stiksel aan beide schoenen los. Ik was niet de gelukkige die een nieuw paar kreeg. Ik kon ze laten repareren bij de schoenmaker, waar ik maximaal Euro 20,- voor vergoed kreeg. (Dit was genoeg). Bij de schoenmaker gelijk een nieuw paar wandelschoenen gekocht. Deze worden na reparatie voor het lopen in de modder gebruikt. Jammer, een schoen van de ANWB is beter voor hetzelfde geld.",,1
Geschreven bij Travelin' Faaborg Dames,wandelschoenen - Waterdicht en ademend - Grijs leer - Maat 39 Helaas ging het stiksel al snel los maar toen ik om een vergoeding van de reparatiekosten vroeg kreeg ik direct het aanbod van een nieuw paar. Binnen 4 dagen had ik ze in huis. Wat een service!,,1
Geschreven bij Travelin' Nyborg -,Hoge Dames wandelschoenen - Waterdicht en ademend - Bruin Leer - Maat 39 Perfecte wandelschoen zeker als je wat een brede voet hebt.Kan je de hele dag dragen zijn licht aan de voet en zeker steun genoeg voor de hele dag in de bergen in Tirol te vertoeven.Zeker een aanrader,,1
Geschreven bij Travelin' Nyborg -,"Hoge Dames wandelschoenen - Waterdicht en ademend - Bruin Leer - Maat 39 Passen goed in eigen maat en een mooie wandelschoen. Ze zijn wel wat breed en lastig smaller te maken met de veters (ik heb geen smalle of brede voeten, standaard voeten). Veters hebben veel stretch en gaan regelmatig los als je er geen dubbele knoop in legt. Schoenen zitten lekker en zijn goed waterdicht. Geen blaren of drukplekken na de eerste wandeling van 8 km.",,1
Geschreven bij Travelin' Nyborg -,Hoge Dames wandelschoenen - Waterdicht en ademend - Grijs Leer - Maat 38 Te klein voor een 38,,1
Geschreven bij Travelin' Nyborg -,"Hoge Dames wandelschoenen - Waterdicht en ademend - Bruin Leer - Maat 39 Schoenen zitten lekker , hoefde er niet aan te wennen",,1
Geschreven bij Travelin' Nyborg -,"Hoge Dames wandelschoenen - Waterdicht en ademend - Bruin Leer - Maat 41 Lichte, stevige en waterdichte schoen.",,1
Geschreven bij Travelin' Aborg -,Heren Wandelschoenen - Waterdicht en ademend - Bruin leer - Maat 42 Mooie schoenen en sterk.Ik heb deze achoenen gekocht om de voeten droog te houden. Helaas worden je voeten gauw zeiknat. Ook laten de zeikanten binnen een paar maand los.Erg jammer!,,-1
Geschreven bij Regatta combe IEP,Low Outdoorschoenen Dames Wandelschoenen - Maat 41 - Vrouwen - blauw/zwart Geheel tevreden over deze schoen. Perfect voor lange wandelingen.,,1
Geschreven bij GRI 42843 Geweldige,"schoen, past goed, geen maat groter of kleiner.Heb mn 2e paar besteld voor t geval dat",,1
Geschreven bij Grisport Dames Veterschoen/Wandelschoen,"- 42843-05 Beige - Maat 39 Heel comfortabele en lichte schoenen. Wel één opmerking: het inlegzooltje is dun en slap en was bij de eerste wandeling naar achteren geschoven en zat tussen mijn hiel en het contrefort. Daardoor leken de schoenen even te klein.Met een nieuw inlegzooltje van de schoenmaker, zijn het heerlijke schoenen.",,1
Geschreven bij Grisport Travel Low,Wandelschoenen Unisex - Black - Maat 43 Het is mijn tweede paar dus wist precies wat ik kocht.,,-1
Geschreven bij Grisport Travel Low,"Wandelschoenen Unisex - Black - Maat 43 Dit is mijn achtste paar (of negende?) in de afgelopen 10 a 15 jaar of zo. Iedere 1,5 jaar zit ik bijna door de zool (ik loop veel). Bestel dan een nieuw paar, setje Bama Primus erin en weer gaan. Na een kwartiertje zijn ze ingelopen en zitten ze net zo lekker als de oude. Top!!! (aub nooit iets aan veranderen)",,-1
Geschreven bij Gelert - Ottawa,wandelschoen - wandelschoen mid - Dames - Donker grijs - Mt 37 Stevige schoen .,,0
Geschreven bij Grisport Arizona Mid,"Wandelschoenen Dames - Blue - Maat 40 Maat 40 besteld maar deze viel toch net iets te klein en te smal voor mij. (voetlengte 26) Nu maat 41 besteld. Schoen ziet er erg mooi / luxe uit, hoop dat ze uiteindelijk ook lekker lopen (nog niet uit kunnen testen)",,1
Geschreven bij Blackstone schoen 999,"bruin bergschoen super schoenen! echt kwalitijd. deze schoenen gaan jaren mee,en de zachte zolen heb ik nog nergens in de schoenen gekregen! dat is super goed bedacht!! ik ben echt tevrede!! thanks",,1
Geschreven bij Columbia Trailstorm Mid,"- Wandelschoenen Dames Waterdicht - Graphite, Dusty - Bergschoenen - Maat 40 Kwaliteit / prijs is super.Enige waar je rekening mee moet houden is de maat, ik draag normaal 38,5. Bergwandelschoenen maat 39,5. Bij deze heb ik maat 40 nodig dus ze vallen klein uit.",,1
Geschreven bij Merrell J73705 -,"Volwassenen Heren wandelschoenenVrije tijdsschoenenWandelschoenen - Kleur: Bruin - Maat: 44 Mijn 5 de paar merrell's, wel eerdere modellen. Dit zijn echt top wandel vrije tijdsschoenen, voor normaal sportief terrein.Let bij Merrell wel goed op met de maten, een 44 is in feite bijna een 42,5 vallen idd klein uit.Bestel dit merk dus 1,5 maat groter! heb je een 42,5 in werkelijke schoenmaat, bestel maar een 44, dit is geen grapje! Nog een minpunt mijn laatste bestelling merrell's hebben meer dan een week door Polen gereisd...",,1
Geschreven bij Keen Targhee III,Heren Wandelsandalen Bison/Mulch | Bruin | Leer | Maat 46 | K1022423 zit lekker loopt lekker,,1
Geschreven bij GRI Travel Low,Echt aan te bevelen.Loopt prettig en je kunt er gemakkelijk lange afstanden mee lopen.,,1
Geschreven bij Travelin' Svendborg -,"Hoge Heren wandelschoenen - Waterdicht en ademend - Blauw Leer - Maat 43 loopt prettig, bijna geen gevoel dat je een schoen aan je voet hebt.Ik heb wel een maat groter besteld dan mijn normale schoenmaat.",,1
Geschreven bij Travelin' Svendborg -,Hoge Heren wandelschoenen - Waterdicht en ademend - Grijs Leer - Maat 47 Zéér comfortabel én waterdicht,,1
"Schoenen zitten heerlijk, en heb","er veel vooraf gepast. Deze zaten het lekkerst en lopen na 5 jaar nog steeds fijn. Stiksels op de voorvoet laat al snel overal los, waardoor je schoenen geheel niet meer waterdicht zijn. Voor zoveel geld hoort dit niet. Klacht komt vaak voor.",,-1
Geschreven bij Meindl vakuum ultra,gtx 2849.46 Donkerbruin - Heren- uk 10.5 loopt lekker,,-1
Geschreven bij Keen Targhee III,"Mid Heren Wandelschoenen Bungee Cord/Black | Bruin | Leer | Maat 44 | K1017786 Snelle levering, correcte prijs en kwaliteit",,1
Geschreven bij Travelin' Aborg -,Lage Heren Wandelschoenen - Waterdicht en ademend - Donkergrijs - Maat 41 Zit goed aan de voet,,1
Geschreven bij Travelin' Aborg -,Lage Heren Wandelschoenen - Waterdicht en ademend - Donkergrijs - Maat 42 Goede wandelschoen met steun en pasvorm. De binnen zool kan uitgenomen worden zodat je steunzolen kunt plaatsen.,,1
Geschreven bij De Regatta Samaris,V Middelhoge Wandelschoenen - Kinderen - Waterdicht - Ademend - Lichtgrijs - Maat 36 Goede wandelschoenen.,,1
Geschreven bij MEINDL BLACK BOA,"Men / Women Erg goede schoen, AirPort proef, zijn sterk maar bijna geen gewicht. Lopen prima! Dit is mijn derde paar in zeven jaar tijd",,1
Geschreven bij UNKNOWN Pampa Mid,"- Wandelschoenen - Unisex - Maat 40 - Antraciet Een jaar geleden een puppy besteld en gekregen,om lekker veel te gaan wandelen.Ik liep altijd op sportschoenen dat loopt goed alleen als het regent kreeg je natte voeten.Toen op zoek gegaan naar wandelschoenen en deze Grisport Pampa bij Bol,com gevonden en besteld omdat de prijs goed was en de levering binnen een dag,Echt super lekkere wandelschoen en waterdicht.Zeer tevreden,John de Nijs",,1
Geschreven bij GRI Pampa Mid,"Fijne schoenen, passen altijd perfect.",,1
Geschreven bij Meindl Lugano Wandelschoenen,5169 46 Bruin Comfortabele brede schoen,,1
Geschreven bij Meindl Lugano Wandelschoenen,"5169 46 Bruin Prima schoen, heb dit model al jaren.",,1
Geschreven bij Regatta Lady Holcombe,Low Wandelschoenen - Dames - Grijs zeer goed,,1
Geschreven bij Meindl wandelschoen -,"Nebraska mid gtx - dames I blauw - 42 Reeds Meindl gehad . Duur maar laat echt niks van water door als je wandelt , aanbevolen merk door mijn vriend , hij kan het weten , heb zijn raad gevolgd ! Tevreden over de kwaliteit en om te poetsen achteraf .",,1
Geschreven bij Keen Newport Heren,"Wandelsandalen Navy/Medium Gray | Blauw | Polyester | Maat 45 | K1001938 Dit is het tweede paar, vorig paar bijna 10 jaar mee gedaan . Lijkt hetzelfde alleen iets andere zijkant",,1
Geschreven bij Keen Newport H2,Heren Wandelsandalen Black | Zwart | Polyester | Maat 43 | K1001907 Een mooie stevige schoen en je kunt er prima lange afstanden mee wandelen.,,1
Geschreven bij Skechers Skech-Air Envoy,Wandelschoenen Mannen - Maat 43 door regen en wind of felle zon. zalige schoenen.,,1
Geschreven bij Skechers Skech-Air Envoy,Wandelschoenen Mannen - Maat 43 Dat het fijne schoen zijn.,,1
Geschreven bij Travelin' Svendborg -,Lage Heren wandelschoenen - Waterdicht en ademend - Grijs Leer - Maat 42 De levering was punctueel en correct. De prijs van de schoenen was interessant en de schoenen beantwoorden aan mijn verwachtingen.,,1
Geschreven bij Merrell Accentor Sport,"Mid GTX Wandelschoenen Dames - Black/Aquifer- Maat 39 Als Merrell fan ben ik blij dat ze evolueren naar kwaliteit toe. Nu is er ook een schokdemping in de hiel voorzien, wat bij mijn oude exemplaar nog niet het geval was. Erg blij met deze robuuste lichte stapper. Merrell is voor mij voor iedere dag!",,1
Geschreven bij Mountain Peak heren,"wandelschoenen categorie A/B - Bruin - Maat 43 - Uitneembare zool Prijs is gewoon goed daar valt niet over te klagenHelaas wel na 1 week meermaals enkele uren (~2 uur) hiken wel al de steunteen die los ging laten (gewoon zelf dus maar gelijmd)Maar zitten goed, en voldoende grip.",,1
Geschreven bij Mountain Peak heren,"wandelschoenen categorie A/B - Bruin - Maat 41 - Uitneembare zool fijne schoenen ,niet duur",,1
Geschreven bij Mountain Peak heren,wandelschoenen categorie A/B - Bruin - Maat 45 - Uitneembare zool Redelijke wandelschoen maar zwarte opzetstukken die eruit zien als versteviging gaan snel stuk bij normaal gebruik. Jammer.,,1
Geschreven bij Travelin' Nyborg -,Hoge Heren wandelschoenen - Waterdicht en ademend - Bruin Leer - Maat 45 Lang gezocht naar schoenen met een brede pasvorm en heb die met deze gevonden. Vooral de teenruimte is een verademing.,,1
Geschreven bij Travelin' Nyborg -,Hoge Heren wandelschoenen - Waterdicht en ademend - Bruin Leer - Maat 42 Hele fijne wandelschoenen met brede pasvorm. Ik heb ze niet in hoeven lopen ze zaten meteen goed. Het herenmodel heeft een bredere pasvorm daarom heb ik hier voor gekozen.Helaas liet bij de vierde wandeling er een haakje los waar de veter om heen moet. Ik heb dit gemeld en kreeg heel snel antwoord. Ik krijg een paar nieuwe schoenen. Nu wist ik niet wat ik moest verwachten maar dit is boven verwachting. Dit is topservice !Dank jullie wel ToExplore.,,1
