ORDER_DETAIL_CODE,ORDER_DATE,ORDER_METHOD_CODE,PRODUCT_NUMBER,UNIT_SALE_PRICE
96941,2020-11-13,7,,104.48
96967,2020-11-13,7,28,33.59
97050,2020-11-13,7,64,41.61
97133,2020-11-13,7,76,40.52
97152,2020-11-13,7,79,99.34
97333,2020-11-13,7,96,22.54
97392,2020-11-13,7,100,5.53
96914,2020-03-31,2,18,146.83
97055,2020-03-31,2,64,41.61
97169,2020-03-31,2,82,32.72
97196,2020-03-31,2,86,5.59
97298,2020-03-31,2,93,4.5
97331,2020-03-31,2,96,22.54
97369,2020-03-31,2,99,4.82
96917,2020-04-07,7,18,146.83
96918,2020-03-16,2,18,146.83
96950,2020-03-16,2,25,285.89
97082,2020-03-16,2,68,61.84
97114,2020-03-16,2,73,12.78
97239,2020-03-16,2,89,6.55
97286,2020-03-16,2,93,4.5
97311,2020-03-16,2,94,4.63
97321,2020-03-16,2,98,5.55
97338,2020-03-16,2,96,22.54
97373,2020-03-16,2,99,4.82
96920,2020-04-24,7,19,265.14
97143,2020-04-24,7,77,92.29
97158,2020-04-24,7,80,182.67
97175,2020-04-24,7,30,96.44
97191,2020-04-24,7,85,359.6
97243,2020-04-24,7,89,6.55
97265,2020-04-24,7,91,4.88
97280,2020-04-24,7,92,4.92
97324,2020-04-24,7,95,5.55
97346,2020-04-24,7,97,33.68
97394,2020-04-24,7,100,5.53
96923,2020-03-22,1,19,265.14
97020,2020-03-22,1,36,34.9
97032,2020-03-22,1,40,27.81
97067,2020-03-22,1,66,98.01
97107,2020-03-22,1,72,148.3
97131,2020-03-22,1,75,119.69
97179,2020-03-22,1,83,96.44
96924,2020-07-06,5,22,265.14
96958,2020-07-06,5,27,460.52
96985,2020-07-06,5,31,16.29
97010,2020-07-06,5,34,46
97016,2020-07-06,5,36,34.9
97119,2020-07-06,5,74,11.89
97141,2020-07-06,5,77,92.29
97215,2020-07-06,5,87,5.5
97268,2020-07-06,5,91,4.88
97326,2020-07-06,5,,95
97385,2020-07-06,5,100,5.53
96942,2020-09-06,4,23,104.48
97249,2020-09-06,4,89,6.55
97305,2020-09-06,4,94,4.63
96955,2020-06-14,7,,370.86
97076,2020-06-14,7,68,61.84
97089,2020-06-14,7,69,106.87
97134,2020-06-14,7,76,40.52
97147,2020-06-14,7,78,105.29
97203,2020-06-14,7,86,5.59
97250,2020-06-14,7,89,6.55
96965,2020-12-08,4,28,33.59
97044,2020-12-08,4,63,48.88
97081,2020-12-08,4,68,61.84
97233,2020-12-08,4,88,6.63
97336,2020-12-08,4,96,22.54
97372,2020-12-08,4,99,4.82
97391,2020-12-08,4,100,5.53
96972,2020-11-23,4,29,73.5
97100,2020-11-23,4,71,95.62
97238,2020-11-23,4,88,6.63
97310,2020-11-23,4,94,26
96974,2020-09-26,2,29,73.5
97000,2020-09-26,2,33,
97116,2020-09-26,2,,12.78
97160,2020-09-26,2,80,182.67
97281,2020-09-26,2,92,4.92
97284,2020-09-26,2,93,4.5
96977,2020-12-23,7,30,14.77
97086,2020-12-23,7,69,106.87
97208,2020-12-23,7,86,5.59
97267,2020-12-23,7,91,4.88
97273,2020-12-23,7,,4.92
97384,2020-12-23,7,10,5.53
96994,2020-10-04,7,32,27.37
97091,2020-10-04,7,70,122.7
97403,2020-10-04,7,101,630.25
97415,2020-10-04,7,103,532.75
96995,2020-05-26,2,32,27.37
97092,2020-05-26,2,70,122.7
97101,2020-05-26,2,71,95.62
97212,2020-05-26,2,87,5.5
97261,2020-05-26,2,91,4.88
97314,2020-05-26,2,94,4.63
97446,2020-05-26,2,108,910.82
97449,2020-05-26,2,109,76.86
97460,2020-05-26,2,110,126.73
97001,2020-05-15,7,33,29.44
97060,2020-05-15,7,65,81.55
97078,2020-05-15,7,68,61.84
97121,2020-05-15,7,74,46
97182,2020-05-15,7,84,116.73
97194,2020-05-15,7,86,5.59
97224,2020-05-15,7,88,6.63
97240,2020-05-15,7,89,6.55
97299,2020-05-15,7,94,4.32
97351,2020-05-15,7,97,33.68
97356,2020-05-15,7,98,
97002,2020-10-07,5,33,29.44
97075,2020-10-07,5,68,61.84
97027,2020-10-12,5,38,31.55
97036,2020-10-12,5,40,66
97068,2020-10-12,5,66,98.01
97137,2020-10-12,5,76,40.52
97176,2020-10-12,5,83,96.44
97028,2020-06-21,2,39,67.73
97049,2020-07-31,2,64,41.61
97102,2020-07-31,2,71,95.62
97154,2020-07-31,2,79,134.11
97186,2020-07-31,2,84,116.73
97317,2020-07-31,2,94,4.63
97344,2020-07-31,2,,33.68
97374,2020-07-31,2,99,4.82
97052,2020-07-25,1,64,41.61
97063,2020-07-25,1,65,81.55
97181,2020-07-25,1,84,116.73
97242,2020-07-25,1,89,6.55
97343,2020-07-25,1,97,33.68
97053,2020-08-05,5,64,41.61
97079,2020-08-05,5,68,61.84
97088,2020-08-05,5,69,106.87
97096,2020-08-05,5,70,122.7
97307,2020-08-05,5,94,3.48
97320,2020-08-05,5,95,5.55
97357,2020-08-05,5,98,5.69
97402,2020-08-05,5,101,630.25
97459,2020-08-05,5,110,126.73
97058,2020-08-03,1,65,81.55
97093,2020-08-03,1,70,10
97153,2020-08-03,1,79,134.11
97209,2020-08-03,1,86,5.59
97431,2020-08-03,1,106,1161.46
97065,2020-06-06,7,65,81.55
97228,2020-06-06,7,88,6.63
97245,2020-06-06,7,89,
97260,2020-06-06,7,91,4.88
97288,2020-06-06,7,93,4.5
97360,2020-06-06,7,98,5.69
97387,2020-06-06,7,,5.53
97069,2020-08-09,4,,98.01
97174,2020-08-09,4,82,32.72
97335,2020-08-09,4,96,22.54
97386,2020-08-09,4,100,5.53
97084,2020-06-30,4,69,106.87
97205,2020-06-30,4,86,5.59
97246,2020-06-30,4,89,6.55
97276,2020-06-30,4,92,4.92
97365,2020-06-30,4,98,5.69
97156,2020-10-05,7,79,134.11
97435,2020-10-05,7,106,1161.46
97207,2020-12-21,3,86,5.59
97436,2020-12-21,3,106,1161.46
97448,2020-12-21,3,109,76.86
97219,2020-04-02,4,87,
97291,2020-04-02,4,93,4.5
97316,2020-04-02,4,94,4.63
97383,2020-04-02,4,100,5.53
97413,2020-04-02,4,103,532.75
97434,2020-04-02,4,106,1161.46
97221,2020-03-28,5,87,5.5
97398,2020-05-21,1,101,630.25
97418,2020-05-21,1,104,789.02
97454,2020-05-21,1,109,76.86
97457,2020-05-21,1,,126.73
97465,2020-05-21,1,111,180.63
97469,2020-05-21,1,112,10.64
97474,2020-05-21,1,113,12.81
97480,2020-05-21,1,114,219.3
97400,2020-05-29,4,,630.25
97408,2020-05-29,4,102,928.53
97425,2020-05-29,4,105,1471.08
97401,2020-10-05,7,101,630.25
97406,2020-10-05,7,102,928.53
97424,2020-10-05,7,105,1471.08
97444,2020-10-05,7,108,910.82
97467,2020-10-05,7,111,180.63
97404,2020-10-24,5,102,928.53
97411,2020-10-24,5,103,532.75
97443,2020-10-24,5,108,910.82
97453,2020-10-24,5,109,76.86
97485,2020-10-24,5,115,10.71
97405,2020-10-06,5,102,928.53
97412,2020-10-06,5,103,532.75
97422,2020-10-06,5,104,789.02
97429,2020-10-06,5,106,1161.46
97483,2020-10-06,5,115,10.71
97407,2020-09-15,2,102,928.53
97421,2020-09-15,2,104,789.02
97426,2020-09-15,2,105,1471.08
97437,2020-09-15,2,107,1359.72
97464,2020-09-15,2,111,180.63
97471,2020-09-15,2,112,10.64
97409,2020-09-08,2,102,928.53
97428,2020-09-08,2,105,1471.08
97439,2020-09-08,2,107,1359.72
97468,2020-09-08,2,112,10.64
97410,2020-06-12,2,102,928.53
97430,2020-06-12,2,106,1161.46
97473,2020-06-12,2,113,12.81
97414,2020-04-25,5,103,532.75
97427,2020-04-25,5,105,916.21
97441,2020-04-25,5,108,910.82
97482,2020-04-25,5,115,10.71
97419,2020-10-07,2,104,789.02
97477,2020-10-07,2,114,219.3
97420,2020-10-09,1,104,375.72
97440,2020-10-09,1,107,1359.72
97450,2020-10-09,1,109,76.86
97461,2020-10-09,1,110,126.73
97470,2020-10-09,1,60,10.64
97472,2020-10-09,1,113,
97423,2020-06-25,3,105,14
97466,2020-06-25,3,111,180.63
97478,2020-06-25,3,114,219.3
97438,2020-03-24,2,107,1359.72
97447,2020-03-24,2,108,910.82
97445,2020-10-11,4,108,910.82
97452,2020-03-25,5,109,76.86
97475,2020-03-25,5,13,58
97476,2020-03-25,5,114,219.3
97462,2020-10-17,2,111,180.63
97479,2020-10-17,2,114,87.72
97484,2020-10-17,2,115,10.71
97463,2020-03-16,,111,180.63
97486,2021-07-10,7,1,6.03
97542,2021-07-10,7,7,65.23
97590,2021-07-10,7,11,354.29
97620,2021-07-10,7,14,598.65
97773,2021-07-10,7,28,30.44
97873,2021-07-10,7,36,30.64
97909,2021-07-10,7,40,25.29
97911,2021-07-10,7,41,32.7
97966,2021-07-10,7,47,63.49
97974,2021-07-10,7,48,107.86
98055,2021-07-10,7,56,17.09
98065,2021-07-10,7,57,77.94
98095,2021-07-10,7,59,59.25
98210,2021-07-10,7,67,255.07
98293,2021-07-10,7,,115.84
98305,2021-07-10,7,72,40.02
98312,2021-07-10,7,77,90.63
98419,2021-07-10,7,90,6.92
98433,2021-07-10,7,92,4.92
98465,2021-07-10,7,97,34.77
97487,2021-07-23,4,1,6.03
97548,2021-07-23,4,7,65.23
97617,2021-07-23,4,13,
97704,2021-07-23,4,,36.34
97716,2021-07-23,4,22,15.28
97804,2021-07-23,4,30,13.57
97855,2021-07-23,4,34,46.31
97862,2021-07-23,4,35,24.86
97921,2021-07-23,4,42,151.38
97976,2021-07-23,4,48,107.86
98001,2021-07-23,4,26,68.94
98029,2021-07-23,4,54,51.54
98062,2021-07-23,4,57,77.94
98128,2021-07-23,4,61,39.04
98259,2021-07-23,4,72,73.77
98273,2021-07-23,4,73,12.15
98400,2021-07-23,4,87,5.76
98418,2021-07-23,4,89,6.96
97488,,4,1,6.03
97505,,4,3,22.84
97517,,4,4,82
97530,,4,5,54.09
97565,,4,9,12.15
97585,,4,11,354.29
97596,,4,,633
97628,,4,14,551.66
97638,,4,16,1.02
97665,,4,18,133.75
97778,,4,28,30.44
97809,,4,31,15.6
97847,,4,33,27.3
97889,,4,38,30.84
97899,,4,39,66.66
97908,,4,40,25.29
97949,,4,45,555.53
98050,,4,56,17.09
98097,,4,59,59.25
98311,,4,77,90.63
98336,,4,80,164.08
98366,,4,83,92.56
98389,,4,85,301.2
98405,,4,87,5.76
98420,,4,90,6.92
98455,,4,95,5.88
98459,,4,96,22.92
98484,,4,100,5.71
97489,2021-06-14,7,1,6.03
97516,2021-06-14,7,4,7.15
112,2021-06-14,7,16,2.05
97694,2021-06-14,7,20,112.9
97762,2021-06-14,7,27,
97861,2021-06-14,7,35,24.86
97920,2021-06-14,7,42,151.38
97928,2021-06-14,7,43,189.77
97971,2021-06-14,7,48,107.86
97985,2021-06-14,7,,3.92
97999,2021-06-14,7,51,68.94
98040,2021-06-14,7,55,7.8
98061,2021-06-14,7,57,77.94
98345,2021-06-14,7,81,83.98
98361,2021-06-14,7,82,30.71
98398,2021-06-14,7,86,5.76
98468,2021-06-14,7,98,5.82
97490,2021-10-17,5,1,6.03
97509,2021-10-17,5,3,22.84
97518,2021-10-17,5,4,7.15
97533,2021-10-17,5,5,54.09
97545,2021-10-17,5,7,65.23
97604,2021-10-17,5,12,
97639,2021-10-17,5,16,2.05
97701,2021-10-17,5,21,36.34
97711,2021-10-17,5,22,15.28
97737,2021-10-17,5,24,76.73
97764,2021-10-17,5,27,441.8
97796,2021-10-17,5,29,71.02
97810,2021-10-17,5,31,15.6
97887,2021-10-17,5,38,30.84
97904,2021-10-17,5,40,25.29
97931,2021-10-17,5,43,189.77
97938,2021-10-17,5,44,293.16
97955,2021-10-17,5,46,73.55
98003,2021-10-17,5,51,68.94
98057,2021-10-17,5,57,77.94
98102,2021-10-17,5,59,59.25
98118,2021-10-17,5,60,19.78
98132,2021-10-17,5,61,39.04
98207,2021-10-17,5,67,255.07
98315,2021-10-17,5,52,90.63
98381,2021-10-17,5,,113.73
98386,2021-10-17,5,85,287.73
97491,2021-10-12,5,1,
97500,2021-10-12,5,2,
97544,2021-10-12,5,7,65.23
97556,2021-10-12,5,8,134.63
97577,2021-10-12,5,10,17.4
97635,2021-10-12,5,15,608.13
97644,2021-10-12,5,16,2.05
97700,2021-10-12,5,21,36.34
97794,2021-10-12,5,29,71.02
97850,2021-10-12,5,34,46.31
97866,2021-10-12,5,35,24.86
97892,2021-10-12,5,38,30.84
97914,2021-10-12,5,41,32.7
97942,2021-10-12,5,44,309.7
97977,2021-10-12,5,48,
97981,2021-10-12,5,12,31.42
98000,2021-10-12,5,51,68.94
98008,2021-10-12,5,52,36.7
98075,2021-10-12,5,58,79.65
98109,2021-10-12,5,60,9.89
98136,2021-10-12,5,61,39.04
98255,2021-10-12,5,72,147.57
98264,2021-10-12,5,73,12.15
98294,2021-10-12,5,75,115.84
98297,2021-10-12,5,76,40.02
98344,2021-10-12,5,81,83.98
97492,2021-10-07,7,1,6.03
97504,2021-10-07,7,2,12.13
97524,2021-10-07,7,5,54.09
97567,2021-10-07,7,9,12.15
97592,2021-10-07,7,11,354.29
97646,2021-10-07,7,17,84.41
97688,2021-10-07,7,19,181.96
97766,2021-10-07,7,27,441.8
97784,2021-10-07,7,29,71.02
97859,2021-10-07,7,35,24.86
97878,2021-10-07,7,37,29.93
97897,2021-10-07,7,39,66.66
97923,2021-10-07,7,42,151.38
97965,2021-10-07,7,47,63.49
97973,2021-10-07,7,48,107.86
97998,2021-10-07,7,51,68.94
98019,2021-10-07,7,53,
98045,2021-10-07,7,55,7.8
98051,2021-10-07,7,56,17.09
98084,2021-10-07,7,58,79.65
98120,2021-10-07,7,60,19.78
98151,2021-10-07,7,62,79.11
98271,2021-10-07,7,73,12.15
98385,2021-10-07,7,85,301.2
97493,2021-07-26,7,1,6.03
97502,2021-07-26,7,2,
97515,2021-07-26,7,3,22.84
97528,2021-07-26,7,5,54.09
97558,2021-07-26,7,8,134.63
97619,2021-07-26,7,14,532
97691,2021-07-26,7,20,
97725,2021-07-26,7,23,97.87
97829,2021-07-26,7,32,25.31
97864,2021-07-26,7,35,24.86
97907,2021-07-26,7,40,25.29
97915,2021-07-26,7,41,32.7
97951,2021-07-26,7,45,555.53
97967,2021-07-26,7,47,63.49
97992,2021-07-26,7,50,68
98007,2021-07-26,7,32,36.7
98018,2021-07-26,7,53,39.49
98308,2021-07-26,7,76,40.02
98352,2021-07-26,7,82,30.71
97494,2021-03-31,5,1,6.03
97510,2021-03-31,5,3,22.84
97529,2021-03-31,5,5,
97555,2021-03-31,5,8,
97573,2021-03-31,5,9,12.15
97631,2021-03-31,5,15,
97640,2021-03-31,5,16,2.05
97692,2021-03-31,5,20,112.9
97710,2021-03-31,5,22,15.28
97765,2021-03-31,5,27,
15.6,2021-03-31,5,31,97815
97851,2021-03-31,5,34,46.31
97890,2021-03-31,5,38,30.84
97941,2021-03-31,5,44,314.04
97960,2021-03-31,5,46,73.55
98129,2021-03-31,5,61,39.04
98348,2021-03-31,5,81,83.98
97495,2021-05-11,2,1,6.03
97541,2021-05-11,2,6,123.56
97634,2021-05-11,2,15,695.58
97642,2021-05-11,2,16,2.05
97661,2021-05-11,2,30,84.41
97719,2021-05-11,2,23,97.87
97759,2021-05-11,2,26,326.86
97783,2021-05-11,2,29,71.02
97798,2021-05-11,2,30,13.57
97827,2021-05-11,2,32,25.31
97845,2021-05-11,2,33,27.3
97888,2021-05-11,2,38,30.84
97905,2021-05-11,2,40,
97916,2021-05-11,2,41,32.7
97984,2021-05-11,2,50,3.92
98049,2021-05-11,2,56,17.09
98203,2021-05-11,2,67,224.28
98257,2021-05-11,2,72,147.57
97496,2021-04-27,2,2,12.13
97506,2021-04-27,2,3,22.84
97675,2021-04-27,2,18,133.75
97695,2021-04-27,2,20,112.9
97703,2021-04-27,2,21,36.34
97713,2021-04-27,2,22,15.28
97733,2021-04-27,2,24,76.73
97779,2021-04-27,2,28,30.44
97792,2021-04-27,2,29,71.02
97812,2021-04-27,2,31,15.6
97886,2021-04-27,2,38,30.84
97934,2021-04-27,2,43,189.77
97946,2021-04-27,2,36,341.54
97954,2021-04-27,2,45,555.53
97993,2021-04-27,2,50,3.92
98006,2021-04-27,2,,36.7
98015,2021-04-27,2,53,39.49
98033,2021-04-27,2,54,51.54
98037,2021-04-27,2,,7.8
98059,2021-04-27,2,57,77.94
98085,2021-04-27,2,58,79.65
98211,2021-04-27,2,67,
98302,2021-04-27,2,76,40.02
98434,2021-04-27,2,92,4.92
98453,2021-04-27,2,94,4.78
97497,2021-09-29,2,2,
97550,2021-09-29,2,7,65.23
97561,2021-09-29,2,8,134.63
97625,2021-09-29,2,14,529.98
97641,2021-09-29,2,16,2.05
97693,2021-09-29,2,20,112.9
97776,2021-09-29,2,,30.44
97835,2021-09-29,2,33,27.3
97848,2021-09-29,2,34,46.31
97879,2021-09-29,2,37,47.88
97910,2021-09-29,2,41,32.7
97979,2021-09-29,2,49,31.42
98005,2021-09-29,2,52,36.7
98013,2021-09-29,2,53,39.49
98064,2021-09-29,2,57,77.94
98112,2021-09-29,2,60,19.78
98288,2021-09-29,2,75,115.84
98350,2021-09-29,2,82,30.71
98443,2021-09-29,2,94,4.78
97498,2021-04-27,4,2,86
97537,2021-04-27,4,6,123.56
97547,2021-04-27,4,7,65.23
97552,2021-04-27,4,8,134.63
97569,2021-04-27,4,9,9.14
97579,2021-04-27,4,10,17.4
97731,2021-04-27,4,,76.73
97745,2021-04-27,4,25,258.26
97839,2021-04-27,4,33,
97961,2021-04-27,4,47,63.49
97983,2021-04-27,4,49,31.42
98010,2021-04-27,4,52,36.7
98030,2021-04-27,4,54,51.54
98137,2021-04-27,4,61,39.04
98430,2021-04-27,4,91,4.92
98449,2021-04-27,4,94,58
98454,2021-04-27,4,95,126
97499,2021-09-29,2,2,12.13
97513,2021-09-29,2,3,22.84
97522,2021-09-29,2,4,7.15
97562,2021-09-29,2,9,12.15
97626,2021-09-29,2,14,569.08
97633,2021-09-29,2,15,756.82
97690,2021-09-29,2,19,245.66
97697,2021-09-29,2,20,112.9
97730,2021-09-29,2,24,76.73
97747,2021-09-29,2,25,258.26
97865,2021-09-29,2,92,24.86
98017,2021-09-29,2,53,39.49
98046,2021-09-29,2,56,17.09
98101,2021-09-29,2,59,
98296,2021-09-29,2,75,83.94
98343,2021-09-29,2,80,164.08
98447,2021-09-29,2,94,4.78
95809,2022-08-09,3,63,30
95828,2022-08-09,3,24,90
95838,2022-08-09,3,68,59.99
95919,2022-08-09,3,78,91.51
95982,2022-08-09,3,89,7
96008,2022-08-09,3,94,5
96029,2022-04-10,1,101,550
96040,2022-04-10,1,102,586.64
96054,2022-04-10,1,,758.19
96063,2022-04-10,1,106,964.98
96109,2022-04-10,1,112,9
96121,2022-04-10,1,114,200
96030,2022-11-26,2,101,537.2
799.98,2022-11-26,2,102,799.98
96077,2022-11-26,2,108,849.98
96094,2022-11-26,2,110,120
96101,2022-11-26,2,,180
96126,2022-11-26,2,115,10
96037,2022-06-05,2,101,550
96051,2022-06-05,2,104,671
96053,2022-06-05,2,105,1069.93
96102,2022-06-05,2,111,180
96038,2022-10-06,5,102,637.4
96059,2022-10-06,5,106,964.98
96071,2022-10-06,5,107,1119.98
96080,2022-10-06,5,108,849.98
96124,2022-10-06,5,114,200
96039,2022-11-07,4,102,716.17
96045,2022-11-07,4,103,
96069,2022-11-07,4,107,997.8
160.36,2022-11-07,4,111,96104
96111,2022-11-07,4,112,8.39
96119,2022-11-07,4,113,10.8
96123,2022-11-07,4,114,176
96042,2022-03-19,4,102,535.7
277.76,2022-03-19,4,103,500
96075,2022-03-19,4,108,849.98
96085,2022-03-19,4,109,34
96098,2022-03-19,4,110,12
96106,2022-03-19,4,112,9
96120,2022-03-19,4,113,12
96125,2022-03-19,4,115,10
96052,2022-10-24,2,104,533.91
96055,2022-10-24,2,105,1068.69
96070,2022-10-24,2,107,974.48
96082,2022-10-24,2,108,849.98
96099,2022-10-24,2,110,120
96068,2022-05-27,7,,990.03
96103,2022-05-27,7,111,180
96122,2022-05-27,7,114,200
96127,2020-06-21,,63,48.88
96130,2020-06-21,,64,41.61
96142,2020-06-21,,68,61.84
96223,2020-06-21,,86,4.92
96248,2020-06-21,,91,4.88
96128,2020-09-30,7,64,41.61
96144,2020-09-30,7,69,106.87
96164,2020-09-30,7,74,16.64
96187,2020-09-30,7,78,105.29
96225,2020-09-30,7,,5.5
96227,2020-09-30,7,88,6.63
6.78,2020-09-30,7,90,96237
96257,2020-09-30,7,93,4.5
96270,2020-09-30,7,95,5.55
96129,2020-07-14,5,64,41.61
96141,2020-07-14,5,68,61.84
96165,2020-07-14,5,74,
96210,2020-07-14,5,83,96.44
96221,2020-07-14,5,86,5.59
96226,2020-07-14,5,88,5.65
96258,2020-07-14,5,,4.03
96131,2020-03-28,4,65,81.55
96156,2020-03-28,4,72,148.3
96180,2020-03-28,4,77,
96185,2020-03-28,4,,105.29
96196,2020-03-28,4,80,
96249,2020-03-28,4,91,4.88
96253,2020-03-28,4,92,4.92
96265,2020-03-28,4,94,4.63
96132,2020-10-18,7,65,81.55
96143,2020-10-18,7,69,106.87
96153,2020-10-18,7,71,95.62
96222,2020-10-18,7,86,5.59
96133,2020-10-24,7,65,81.55
96134,2020-05-18,3,65,81.55
96172,2020-05-18,3,75,119.69
96178,2020-05-18,3,76,40.52
96201,2020-05-18,3,81,36
96203,2020-05-18,3,82,32.72
96214,2020-05-18,3,84,116.73
96220,2020-05-18,3,85,359.6
96282,2020-05-18,3,99,4.82
96135,2020-06-26,5,65,34
96162,2020-06-26,5,73,12.78
96206,2020-06-26,5,82,32.72
96283,2020-06-26,5,,4.82
96136,2020-07-28,5,66,98.01
96154,2020-07-28,5,71,95.62
96181,2020-07-28,5,77,92.29
96247,2020-07-28,5,91,4.88
96251,2020-07-28,5,92,4.92
96259,2020-07-28,5,94,4.63
5.55,2020-07-28,5,95,5.55
96288,2020-07-28,5,100,5.53
96137,2020-03-27,5,66,98.01
96138,2020-03-27,5,67,294.38
96157,2020-03-27,5,72,148.3
96204,2020-03-27,5,82,32.72
96233,2020-03-27,5,89,6.55
96242,2020-03-27,5,90,4.8
96255,2020-03-27,5,92,4.92
96267,2020-03-27,5,95,4.94
96285,2020-03-27,5,100,5.53
96139,2020-09-23,2,67,294.38
96195,2020-09-23,2,80,182.67
96212,2020-09-23,2,84,116.73
96140,2020-10-20,2,67,294.38
96151,2020-10-20,2,71,95.62
96173,2020-10-20,2,75,119.69
122.7,2020-03-14,2,70,96145
96155,2020-03-14,2,,148.3
96182,2020-03-14,2,,92.29
96205,2020-03-14,2,82,32.72
96209,2020-03-14,2,83,96.44
96232,2020-03-14,2,89,5.19
96146,2020-10-25,7,70,122.7
96152,2020-10-25,7,71,95.62
96147,2020-05-24,2,70,122.7
96189,2020-05-24,2,79,134.11
96219,2020-05-24,2,85,359.6
96238,2020-05-24,2,90,5.63
96246,2020-05-24,2,,1.95
96250,2020-05-24,2,92,4.92
96260,2020-05-24,2,94,4.63
96274,2020-05-24,2,96,22.54
96148,2020-04-20,2,70,122.7
96176,2020-04-20,2,76,40.52
96263,2020-04-20,2,,4.63
96149,2020-08-19,5,70,122.7
96215,2020-08-19,5,84,116.73
96235,2020-08-19,5,90,6.78
96261,2020-08-19,5,94,4.63
96268,2020-08-19,5,95,5.55
96150,2020-10-17,4,71,95.62
96167,2020-10-17,4,74,16.64
96170,2020-10-17,4,75,119.69
96197,2020-10-17,4,80,182.67
96159,2020-10-18,1,73,12.78
96169,2020-10-18,1,74,16.64
96179,2020-10-18,1,76,23.84
96207,2020-10-18,1,82,32.72
96160,2020-06-24,1,73,12.78
96194,2020-06-24,1,80,182.67
96241,2020-06-24,1,90,6.78
96245,2020-06-24,1,91,4.88
96256,2020-06-24,1,92,4.92
96266,2020-06-24,1,95,
96161,2020-07-13,8,73,12.78
96171,2020-07-13,8,75,119.69
96284,2020-07-13,8,99,4.82
96287,2020-07-13,8,100,5.53
96163,2020-09-14,1,73,12.78
96175,2020-09-14,1,76,40.52
96193,2020-09-14,1,79,134.11
96244,2020-09-14,1,91,4.88
96286,2020-09-14,1,100,5.53
96166,2020-09-20,1,74,16.64
96188,2020-09-20,1,78,105.29
96200,2020-09-20,1,81,
96211,2020-09-20,1,83,96.44
96252,2020-09-20,1,92,4.92
96174,2020-08-15,1,75,119.69
96202,2020-08-15,1,81,85.56
96216,2020-08-15,1,85,359.6
96228,2020-08-15,1,89,6.55
96239,2020-08-15,1,90,6.78
96279,2020-08-15,1,98,5.69
96177,2020-10-23,7,76,40.52
96186,2020-10-23,7,78,84.23
96192,2020-10-23,7,79,
96184,2020-07-31,7,77,92.29
96190,2020-07-31,7,79,134.11
96208,2020-07-31,7,83,96.44
96213,2020-07-31,7,84,116.73
96234,2020-07-31,7,89,6.55
96236,2020-07-31,7,90,6.78
96243,2020-07-31,7,91,4.88
96262,2020-07-31,7,94,4.63
96191,2020-06-27,2,79,134.11
96218,2020-06-27,2,85,359.6
96240,2020-06-27,2,90,6.78
96273,2020-06-27,2,95,
96198,2020-10-21,2,80,182.67
96199,2020-10-21,2,81,85.56
96224,2020-03-21,,87,4.84
32,2020-03-21,,92,4.92
96264,2020-03-21,,94,
96280,2020-03-21,,98,5.69
96229,2020-03-13,1,89,3.64
96269,2020-03-13,1,95,5.55
96289,2020-11-10,7,101,630.25
96300,2020-11-10,7,104,789.02
96302,2020-11-10,7,105,1471.08
96304,2020-11-10,7,106,1126.97
96310,2020-11-10,7,108,910.82
96319,2020-11-10,7,111,
96325,2020-11-10,7,112,10.64
96290,2020-10-02,7,101,630.25
96294,2020-10-02,7,102,928.53
96306,2020-10-02,7,106,
96315,2020-10-02,7,110,126.73
96291,2020-12-03,4,101,350.14
96297,2020-12-03,4,102,781.4
96311,2020-12-03,4,109,76.86
442.16,,1,102,928.53
96322,,1,111,180.63
96293,2020-05-21,5,102,928.53
96303,2020-05-21,5,105,
96314,2020-05-21,5,110,126.73
96334,2020-05-21,5,115,10.71
96295,,2,102,928.53
96333,,2,115,10.71
96296,2020-04-21,7,102,928.53
96308,2020-04-21,7,107,1359.72
96312,2020-04-21,7,109,76.86
96317,2020-04-21,7,110,126.73
96298,2020-09-16,4,103,532.75
96323,2020-09-16,4,111,180.63
96299,2020-03-19,7,104,789.02
96316,2020-03-19,7,110,126.73
96301,2020-12-17,7,105,1471.08
96328,2020-12-17,7,113,12.81
96305,2020-04-01,4,106,1016.11
96307,2020-09-09,1,106,1161.46
96332,2020-09-09,1,115,10.71
96309,,2,108,910.82
96313,2020-04-14,1,109,76.86
96327,2020-04-14,1,113,12.81
96330,2020-04-14,1,114,219.3
96318,2020-12-24,5,111,180.63
96324,2020-12-24,5,112,10.64
96321,2020-06-30,5,111,180.63
96329,2020-06-30,5,114,219.3
96335,2021-04-25,2,63,45.97
102,2021-04-25,2,64,40.2
96341,2021-04-25,2,65,78
96373,2021-04-25,2,74,16.02
96436,2021-04-25,2,87,4.05
96437,2021-04-25,2,88,3.99
96461,2021-04-25,2,92,4.92
96464,2021-04-25,2,93,2.88
244,2021-04-25,2,95,5.88
96480,2021-04-25,2,97,34.77
96336,2021-07-24,2,63,45.97
96338,2021-07-24,2,,40.2
96350,2021-07-24,2,68,
96439,2021-07-24,2,88,6.73
96452,2021-07-24,2,91,4.92
96463,2021-07-24,2,93,4.82
96470,2021-07-24,2,94,4.78
96473,2021-07-24,2,95,
96481,2021-07-24,2,98,5.82
96339,2021-09-17,5,64,40.2
96352,2021-09-17,5,69,104.54
96360,2021-09-17,5,71,90.76
96371,2021-09-17,5,73,12.15
96394,2021-09-17,5,78,103.37
96435,2021-09-17,5,,
