ORDER_DETAIL_CODE,ORDER_NUMBER,PRODUCT_NUMBER,QUANTITY,UNIT_COST,UNIT_PRICE,UNIT_SALE_PRICE,RETAILER_NAME,RETAILER_SITE_CODE,RETAILER_CONTACT_CODE,SALES_STAFF_CODE,SALES_BRANCH_CODE,ORDER_DATE,ORDER_METHOD_CODE
95387,7982,19,26.0,150,240,240,Paradiso della Tenda,309,294,21,7,2022-08-18,8
95410,7982,22,8.0,10,15,15,Paradiso della Tenda,309,294,21,7,2022-08-18,8
95487,7982,30,38.0,6.75,13.5,13.5,Paradiso della Tenda,309,294,21,7,2022-08-18,8
95534,7982,39,94.0,40.63,65,65,Paradiso della Tenda,309,294,21,7,2022-08-18,8
95665,7982,53,16.0,28.55,39.99,,Paradiso della Tenda,309,294,21,7,2022-08-18,8
95700,7982,55,48.0,4,8,8,Paradiso della Tenda,309,294,21,7,2022-08-18,8
95756,7982,60,54.0,10,20,20,Paradiso della Tenda,309,294,21,7,2022-08-18,8
95780,7982,61,40.0,20,40,40,Paradiso della Tenda,309,294,21,7,2022-08-18,8
95836,7982,67,50.0,116.19,243.99,243.99,Paradiso della Tenda,309,294,21,7,2022-08-18,8
95917,7982,77,70.0,45,90,90,Paradiso della Tenda,309,294,21,7,2022-08-18,8
95261,7944,2,116.0,9.22,11.98,,Paradiso della Tenda,311,296,21,7,2022-04-18,1
95272,7944,3,58.0,15.93,21.98,21.98,Paradiso della Tenda,311,296,21,7,2022-04-18,1
95278,7944,4,96.0,5,7,7,Paradiso della Tenda,311,296,21,7,2022-04-18,1
95297,7944,8,44.0,75,129,129,Paradiso della Tenda,311,296,21,7,2022-04-18,1
95305,7944,9,9.0,18,11.97,11.97,Paradiso della Tenda,311,296,21,7,2022-04-18,1
95308,7944,10,52.0,10,,17,Paradiso della Tenda,311,296,21,7,2022-04-18,1
95415,7944,22,,10,15,15,Paradiso della Tenda,311,296,21,7,2022-04-18,1
95496,7944,32,130.0,16.67,25,25,Paradiso della Tenda,311,296,21,7,2022-04-18,1
95521,7944,36,168.0,18.05,29.98,29.98,Paradiso della Tenda,311,296,21,7,2022-04-18,1
95546,7944,41,,24.62,32,32,Paradiso della Tenda,311,296,21,7,2022-04-18,1
95603,7944,47,44.0,44.83,65,65,Paradiso della Tenda,311,296,21,7,2022-04-18,1
95613,7944,48,20.0,55,110,110,Paradiso della Tenda,311,296,21,7,2022-04-18,1
95633,7944,50,126.0,2,4,4,Paradiso della Tenda,311,296,21,7,2022-04-18,1
95640,7944,51,68.0,35,70,70,Paradiso della Tenda,311,296,21,7,2022-04-18,1
95803,7944,62,40.0,47.06,80,80,Paradiso della Tenda,311,296,21,7,2022-04-18,1
95841,7944,68,58.0,46.15,59.99,59.99,Paradiso della Tenda,311,296,21,7,2022-04-18,1
95892,7944,,132.0,11.43,16,16,Paradiso della Tenda,311,296,21,7,2022-04-18,1
95903,7944,75,100.0,80,110.4,110.4,Paradiso della Tenda,311,296,21,7,2022-04-18,1
95939,7944,81,46.0,40,80,80,Paradiso della Tenda,311,296,21,7,2022-04-18,1
95950,7944,83,52.0,56.25,90,90,Paradiso della Tenda,311,296,21,7,2022-04-18,1
95989,7944,90,172.0,2.5,7,7,Paradiso della Tenda,311,296,21,7,2022-04-18,1
95263,7979,2,62.0,9.22,11.98,11.98,Paradiso della Tenda,310,295,21,7,2022-08-18,2
95273,7979,3,42.0,15.93,21.98,21.98,Paradiso della Tenda,310,295,21,7,2022-08-18,2
95286,7979,6,18.0,85.11,120,120,Paradiso della Tenda,310,295,21,7,2022-08-18,2
95291,7979,7,30.0,46.38,64,64,Paradiso della Tenda,310,295,21,7,2022-08-18,2
95303,7979,9,24.0,9,11.97,11.97,Paradiso della Tenda,310,295,21,7,2022-08-18,2
95309,7979,10,42.0,10,17,17,Paradiso della Tenda,310,295,21,7,2022-08-18,2
95352,7979,15,16.0,490,735,735,Paradiso della Tenda,310,295,21,7,2022-08-18,2
95485,7979,,32.0,13.5,6.75,13.5,Paradiso della Tenda,310,295,21,7,2022-08-18,2
95533,7979,39,64.0,40.63,65,65,Paradiso della Tenda,310,295,21,7,2022-08-18,2
95608,7979,47,32.0,44.83,65,65,Paradiso della Tenda,310,295,21,7,2022-08-18,2
95702,7979,55,66.0,4,8,8,Paradiso della Tenda,310,295,21,7,2022-08-18,2
95760,7979,60,36.0,10,20,20,Paradiso della Tenda,310,295,21,7,2022-08-18,2
95785,7979,61,56.0,20,40,40,Paradiso della Tenda,310,295,21,7,2022-08-18,2
95864,7979,71,24.0,,90,90,Paradiso della Tenda,310,295,21,7,2022-08-18,2
95901,7979,75,136.0,80,110.4,103.18,Paradiso della Tenda,310,295,21,7,2022-08-18,2
95963,7979,85,20.0,176.47,299.98,299.98,Paradiso della Tenda,310,295,21,7,2022-08-18,2
95264,7950,2,84.0,9.22,11.98,11.43,Paradiso della Tenda,309,294,19,7,2022-04-28,5
95288,7950,7,30.0,,64,60.47,Paradiso della Tenda,309,294,19,7,2022-04-28,5
95368,7950,17,38.0,79.19,84,60,Paradiso della Tenda,309,294,19,7,2022-04-28,5
95377,7950,18,38.0,86,129,120.4,Paradiso della Tenda,309,294,19,7,2022-04-28,5
95397,7950,20,20.0,78.55,109.98,103.7,Paradiso della Tenda,309,294,19,7,2022-04-28,5
95435,7950,25,30.0,166.66,250,233.33,Paradiso della Tenda,309,294,19,7,2022-04-28,5
95448,7950,27,18.0,238.88,430,391.76,Paradiso della Tenda,309,294,19,7,2022-04-28,5
95483,7950,30,52.0,6.75,13.5,12.14,Paradiso della Tenda,309,294,19,7,2022-04-28,5
95505,7950,33,108.0,18,27,25.2,Paradiso della Tenda,309,294,19,7,2022-04-28,5
95508,7950,34,180.0,28.12,44.99,41.61,Paradiso della Tenda,309,294,19,7,2022-04-28,5
95518,7950,36,118.0,18.05,29.98,27.61,Paradiso della Tenda,309,294,19,7,2022-04-28,5
95561,7950,36,43.0,126.66,190,177.33,Paradiso della Tenda,309,294,19,7,2022-04-28,5
19,7950,52,40.0,95655,38,34.2,Paradiso della Tenda,309,294,19,7,2022-04-28,5
95692,7950,55,56.0,4,,7.19,Paradiso della Tenda,309,294,19,7,2022-04-28,5
95728,7950,58,32.0,57.13,79.98,75.41,Paradiso della Tenda,309,294,19,7,2022-04-28,5
95747,7950,59,46.0,18,59.99,57.22,Paradiso della Tenda,309,294,19,7,2022-04-28,5
95775,7950,61,,20,40,36,Paradiso della Tenda,309,294,19,7,2022-04-28,5
95794,7950,62,80.0,47.06,80,73.41,Paradiso della Tenda,309,294,19,7,2022-04-28,5
95875,7950,72,24.0,72.5,145,130.5,Paradiso della Tenda,309,294,19,7,2022-04-28,5
95891,7950,74,144.0,11.43,16,15.07,Paradiso della Tenda,309,294,19,7,2022-04-28,5
95933,7950,80,56.0,94.12,160,146.82,Paradiso della Tenda,309,294,19,7,2022-04-28,5
95955,7950,84,38.0,,109.98,103.7,Paradiso della Tenda,309,294,19,7,2022-04-28,5
95960,7950,85,48.0,176.47,299.98,275.29,Paradiso della Tenda,309,294,19,7,2022-04-28,5
96023,7950,99,36.0,2,5,4.4,Paradiso della Tenda,309,294,19,7,2022-04-28,5
95265,7952,2,102.0,9.22,11.98,11.43,Paradiso della Tenda,309,294,19,7,2022-10-06,
95277,7952,4,118.0,5,7,6.59,Paradiso della Tenda,309,294,19,7,2022-10-06,
95321,7952,12,42.0,473.07,615,586.6,Paradiso della Tenda,309,294,19,7,2022-10-06,
95365,7952,17,44.0,60,84,79.19,Paradiso della Tenda,309,294,19,7,2022-10-06,
95374,7952,18,46.0,86,129,120.4,Paradiso della Tenda,309,294,19,7,2022-10-06,
95383,7952,19,42.0,150,,222,Paradiso della Tenda,309,294,19,7,2022-10-06,
95427,7952,24,46.0,62.5,75,72.5,Paradiso della Tenda,309,294,19,7,2022-10-06,
95432,7952,25,42.0,166.66,250,233.33,Paradiso della Tenda,309,294,19,7,2022-10-06,
95451,7952,27,10.0,238.88,430,391.76,Paradiso della Tenda,309,294,19,7,2022-10-06,
95498,7952,32,116.0,16.67,25,23.32,Paradiso della Tenda,309,294,19,7,2022-10-06,
95507,7952,34,130.0,28.12,44.99,41.61,Paradiso della Tenda,309,294,19,7,2022-10-06,
95563,7952,43,48.0,126.66,190,177.33,Paradiso della Tenda,309,294,19,7,2022-10-06,
95738,7952,,20.0,,,75.41,Paradiso della Tenda,309,294,19,7,2022-10-06,
95945,7952,82,68.0,20,30,,Paradiso della Tenda,309,294,19,7,2022-10-06,
95952,7952,36,56.0,,90,83.25,Paradiso della Tenda,309,294,19,7,2022-10-06,
95968,7952,86,84.0,2,6,5.19,Paradiso della Tenda,309,294,19,7,2022-10-06,
15.93,7981,3,34.0,95267,21.98,20.78,Paradiso della Tenda,312,297,19,7,2022-08-08,5
95285,7981,6,10.0,85.11,120,113.01,Paradiso della Tenda,312,297,19,7,2022-08-08,5
95304,7981,9,44.0,9,11.36,11.97,Paradiso della Tenda,312,297,19,7,2022-08-08,5
95343,7981,14,571.0,476,595,46,Paradiso della Tenda,312,297,19,7,2022-08-08,5
95356,7981,16,62.0,1,2,1.78,Paradiso della Tenda,312,297,19,7,2022-08-08,5
95494,7981,32,,16.67,25,23.32,Paradiso della Tenda,312,297,19,7,2022-08-08,5
95511,7981,34,222.0,28.12,44.99,41.61,Paradiso della Tenda,312,297,19,7,2022-08-08,5
95519,7981,36,64.0,18.05,29.98,27.61,Paradiso della Tenda,312,297,19,7,2022-08-08,5
95532,7981,38,40.0,20,30,28,Paradiso della Tenda,312,297,19,7,2022-08-08,5
95549,7981,42,32.0,106.66,160,149.33,Paradiso della Tenda,312,297,19,7,2022-08-08,5
95570,7981,44,52.0,231.11,346.66,323.54,Paradiso della Tenda,312,297,19,7,2022-08-08,5
95605,7981,47,44.0,44.83,65,60.95,Paradiso della Tenda,312,297,19,7,2022-08-08,5
95611,7981,48,16.0,55,110,99,Paradiso della Tenda,312,297,19,7,2022-08-08,5
95724,7981,57,24.0,40,80,72,Paradiso della Tenda,312,297,19,7,2022-08-08,5
95732,7981,52,58.0,57.13,79.98,75.41,Paradiso della Tenda,312,297,19,7,2022-08-08,5
95754,7981,59,20.0,46.15,59.99,57.22,Paradiso della Tenda,312,297,19,7,2022-08-08,5
95802,7981,,72.0,47.06,,73.41,Paradiso della Tenda,312,297,19,7,2022-08-08,5
95835,7981,67,40.0,116.19,243.99,218.42,Paradiso della Tenda,312,297,19,7,2022-08-08,5
95885,7981,73,34.0,8.56,11.98,11.31,Paradiso della Tenda,312,297,19,7,2022-08-08,5
95918,7981,77,120.0,45,90,81,Paradiso della Tenda,312,297,19,7,2022-08-08,5
95946,7981,83,36.0,90,56.25,83.25,Paradiso della Tenda,312,297,19,7,2022-08-08,5
95990,7981,91,2.0,114,5,4.4,Paradiso della Tenda,312,297,19,7,2022-08-08,5
96002,7981,94,76.0,2,5,4.4,Paradiso della Tenda,312,297,19,7,2022-08-08,5
95269,7946,3,44.0,15.93,21.98,21.98,Paradiso della Tenda,311,296,21,7,2022-09-09,7
95281,7946,5,54.0,34.97,50,50,Paradiso della Tenda,311,296,21,7,2022-09-09,7
95335,7946,38,13.0,392.57,529.98,477.82,Paradiso della Tenda,311,296,21,7,2022-09-09,7
95349,7946,15,735.0,490,735,14,Paradiso della Tenda,311,296,21,7,2022-09-09,7
95381,7946,18,32.0,86,129,129,Paradiso della Tenda,311,296,21,7,2022-09-09,7
95394,7946,20,20.0,78.55,109.98,109.98,Paradiso della Tenda,311,296,21,7,2022-09-09,7
95421,7946,23,6.0,65.33,97.98,97.98,Paradiso della Tenda,311,296,21,7,2022-09-09,7
95428,7946,24,56.0,62.5,75,75,Paradiso della Tenda,311,296,21,7,2022-09-09,7
95542,7946,40,86.0,17.97,25,25,Paradiso della Tenda,311,296,21,7,2022-09-09,7
95572,7946,44,44.0,231.11,346.66,346.66,Paradiso della Tenda,311,296,21,7,2022-09-09,7
95715,7946,57,18.0,40,80,80,Paradiso della Tenda,311,296,21,7,2022-09-09,7
95777,7946,61,56.0,20,,40,Paradiso della Tenda,311,296,21,7,2022-09-09,7
95833,7946,67,44.0,116.19,243.99,149.82,Paradiso della Tenda,311,296,21,7,2022-09-09,7
95842,7946,68,60.0,44,,46.15,Paradiso della Tenda,311,296,21,7,2022-09-09,7
95877,7946,12,72.0,72.5,145,145,Paradiso della Tenda,311,296,21,7,2022-09-09,7
95893,7946,74,58.0,16,16,11.43,Paradiso della Tenda,311,296,21,7,2022-09-09,7
95934,7946,80,46.0,94.12,160,,Paradiso della Tenda,311,296,21,7,2022-09-09,7
95949,7946,83,38.0,56.25,90,,Paradiso della Tenda,311,296,21,7,2022-09-09,7
95984,7946,89,106.0,2.5,7,7,Paradiso della Tenda,311,296,21,7,2022-09-09,7
95988,7946,90,138.0,2.5,7,7,Paradiso della Tenda,311,296,21,7,2022-09-09,7
95991,7946,91,52.0,2,5,5,Paradiso della Tenda,311,296,21,7,2022-09-09,7
96007,7946,94,138.0,2,5,5,Paradiso della Tenda,311,296,21,7,2022-09-09,7
96009,7946,95,6.0,3,128,6,Paradiso della Tenda,311,296,21,7,2022-09-09,7
96021,7946,46,98.0,3,6,6,Paradiso della Tenda,311,296,21,7,2022-09-09,7
95270,7941,3,50.0,15.93,21.98,20.78,Paradiso della Tenda,310,295,19,7,2022-04-15,4
95275,7941,4,96.0,5,7,6.59,Paradiso della Tenda,310,295,19,7,2022-04-15,4
95289,7941,7,64.0,46.38,38,60.47,Paradiso della Tenda,310,295,19,7,2022-04-15,4
95310,7941,10,54.0,10,17,15.6,Paradiso della Tenda,310,295,19,7,2022-04-15,4
95351,7941,15,20.0,490,735,686,Paradiso della Tenda,310,295,19,7,2022-04-15,4
95370,7941,17,40.0,60,84,79.19,Paradiso della Tenda,310,295,19,7,2022-04-15,4
95405,7941,21,18.0,29.17,35,33.83,Paradiso della Tenda,310,295,19,7,2022-04-15,4
95424,7941,24,46.0,62.5,75,72.5,Paradiso della Tenda,310,295,19,7,2022-04-15,4
95480,7941,29,22.0,41.18,70,64.23,Paradiso della Tenda,310,295,19,7,2022-04-15,4
95489,7941,31,68.0,7.5,15,13.5,Paradiso della Tenda,310,295,19,7,2022-04-15,4
95515,7941,35,72.0,17.78,22.75,24,Paradiso della Tenda,310,295,19,7,2022-04-15,4
95522,7941,36,60.0,18.05,29.98,27.61,Paradiso della Tenda,310,295,19,7,2022-04-15,4
95531,7941,38,44.0,20,30,28,Paradiso della Tenda,310,295,19,7,2022-04-15,4
95559,7941,43,72.0,126.66,190,177.33,Paradiso della Tenda,310,295,19,7,2022-04-15,4
95606,7941,47,40.0,44.83,,60.95,Paradiso della Tenda,310,295,19,7,2022-04-15,4
49,7941,33,18.0,16.5,95621,29.7,Paradiso della Tenda,310,295,19,7,2022-04-15,4
95654,7941,52,32.0,19,38,,Paradiso della Tenda,310,295,19,7,2022-04-15,4
95677,7941,54,32.0,35.33,49.45,52.99,Paradiso della Tenda,310,295,19,7,2022-04-15,4
95768,7941,60,20.0,10,40,18,Paradiso della Tenda,310,295,19,7,2022-04-15,4
95776,7941,61,72.0,20,40,36,Paradiso della Tenda,310,295,19,7,2022-04-15,4
95916,7941,77,144.0,45,81,90,Paradiso della Tenda,310,295,19,7,2022-04-15,4
95948,7941,83,56.0,48,90,83.25,Paradiso della Tenda,310,295,19,7,2022-04-15,4
95961,7941,,24.0,176.47,299.98,275.29,Paradiso della Tenda,310,295,19,7,2022-04-15,4
95967,7941,86,74.0,2,6,5.19,Paradiso della Tenda,310,295,19,7,2022-04-15,4
95977,7941,87,82.0,2,6,5.19,Paradiso della Tenda,310,295,19,7,2022-04-15,4
95992,7941,,92.0,2,5,4.4,Paradiso della Tenda,310,295,19,7,2022-04-15,4
96004,7941,94,138.0,2,5,4.4,Paradiso della Tenda,310,295,19,7,2022-04-15,4
96010,7941,95,6.0,3,,5.4,Paradiso della Tenda,310,295,19,7,2022-04-15,4
95274,7951,4,7.0,5,104,7,Paradiso della Tenda,309,294,19,7,2022-06-07,7
95293,7951,7,32.0,46.38,64,60.47,Paradiso della Tenda,309,294,19,7,2022-06-07,7
95296,7951,38,8.0,75,129,118.19,Paradiso della Tenda,309,294,19,7,2022-06-07,7
95301,7951,9,,9,11.97,11.36,Paradiso della Tenda,309,294,19,7,2022-06-07,7
95360,7951,16,80.0,1,2,1.78,Paradiso della Tenda,309,294,19,7,2022-06-07,7
95444,7951,26,20.0,213.33,319.98,298.66,Paradiso della Tenda,309,294,19,7,2022-06-07,7
95482,7951,29,41.0,64.23,70,26,Paradiso della Tenda,309,294,19,7,2022-06-07,7
95512,7951,34,180.0,28.12,44.99,,Paradiso della Tenda,309,294,19,7,2022-06-07,7
95514,7951,35,150.0,17.78,24,22.75,Paradiso della Tenda,309,294,19,7,2022-06-07,7
95547,7951,41,30.0,24.62,32,30.52,Paradiso della Tenda,309,294,19,7,2022-06-07,7
95560,7951,43,36.0,126.66,190,177.33,Paradiso della Tenda,309,294,19,7,2022-06-07,7
95583,7951,44,36.0,231.11,346.66,323.54,Paradiso della Tenda,309,294,19,7,2022-06-07,7
95598,7951,46,28.0,52.86,74,69.76,Paradiso della Tenda,309,294,19,7,2022-06-07,7
95635,7951,50,84.0,2,4,3.58,Paradiso della Tenda,309,294,19,7,2022-06-07,7
95642,7951,51,64.0,35,70,63,Paradiso della Tenda,309,294,19,7,2022-06-07,7
95652,7951,52,36.0,19,38,34.2,Paradiso della Tenda,309,294,19,7,2022-06-07,7
95704,7951,55,60.0,4,8,7.19,Paradiso della Tenda,309,294,19,7,2022-06-07,7
95795,7951,62,76.0,47.06,80,73.41,Paradiso della Tenda,309,294,19,7,2022-06-07,7
95868,7951,71,24.0,60,90,84,Paradiso della Tenda,309,294,19,7,2022-06-07,7
95876,7951,72,24.0,72.5,145,130.5,Paradiso della Tenda,309,294,19,7,2022-06-07,7
95887,7951,,54.0,8.56,11.98,11.31,Paradiso della Tenda,309,294,19,7,2022-06-07,7
95895,7951,74,150.0,11.43,16,15.07,Paradiso della Tenda,309,294,19,7,2022-06-07,7
95902,7951,75,154.0,80,110.4,104.3,Paradiso della Tenda,309,294,19,7,2022-06-07,7
95924,7951,79,36.0,92.58,124.98,118.51,Paradiso della Tenda,309,294,19,7,2022-06-07,7
95954,7951,84,38.0,78.55,109.98,103.7,Paradiso della Tenda,309,294,19,7,2022-06-07,7
95964,7951,85,48.0,176.47,299.98,275.29,Paradiso della Tenda,309,294,19,7,2022-06-07,7
95981,7951,89,2.0,6,7,102,Paradiso della Tenda,309,294,19,7,2022-06-07,7
95994,7951,91,88.0,2,,4.4,Paradiso della Tenda,309,294,19,7,2022-06-07,7
95996,7951,92,30.0,4.4,5,2,Paradiso della Tenda,309,294,19,7,2022-06-07,7
96011,7951,95,110.0,3,6,5.4,Paradiso della Tenda,309,294,19,7,2022-06-07,7
96013,7951,96,16.0,16.43,23,21.68,Paradiso della Tenda,309,294,19,7,2022-06-07,7
96020,7951,98,42.0,3,6,5.4,Paradiso della Tenda,309,294,19,7,2022-06-07,7
95276,7980,4,78.0,5,7,6.59,Paradiso della Tenda,311,296,19,,2022-08-22,7
95322,7980,12,42.0,586.6,,473.07,Paradiso della Tenda,311,296,19,,2022-08-22,7
95354,7980,80,16.0,1,2,,Paradiso della Tenda,311,296,19,,2022-08-22,7
95407,7980,21,18.0,29.17,35,33.83,Paradiso della Tenda,311,296,19,,2022-08-22,7
95411,7980,14,8.0,10,15,22,Paradiso della Tenda,311,296,19,,2022-08-22,7
95464,7980,28,30.0,24,,,Paradiso della Tenda,311,296,19,,2022-08-22,7
95520,7980,36,128.0,18.05,29.98,27.61,Paradiso della Tenda,311,296,19,,2022-08-22,7
95526,7980,37,76.0,28.75,46,42.54,Paradiso della Tenda,311,296,19,,2022-08-22,7
95537,7980,39,68.0,40.63,65,60.13,Paradiso della Tenda,311,296,19,,2022-08-22,7
95543,7980,41,32.0,24.62,32,30.52,Paradiso della Tenda,311,296,19,,2022-08-22,7
95582,7980,44,36.0,231.11,346.66,323.54,Paradiso della Tenda,311,296,19,,2022-08-22,7
95629,7980,50,104.0,2,4,3.58,Paradiso della Tenda,311,296,19,,2022-08-22,7
95681,7980,54,28.0,35.33,52.99,49.45,Paradiso della Tenda,311,296,19,,2022-08-22,7
95710,7980,,28.0,9,18,16.2,Paradiso della Tenda,311,296,19,,2022-08-22,7
95764,7980,60,30.0,10,20,18,Paradiso della Tenda,311,296,19,,2022-08-22,7
95878,7980,72,14.0,72.5,145,130.5,Paradiso della Tenda,311,296,19,,2022-08-22,7
95894,7980,74,54.0,11.43,16,15.07,Paradiso della Tenda,311,296,19,,2022-08-22,7
95907,7980,76,70.0,23.53,40,36.7,Paradiso della Tenda,311,296,19,,2022-08-22,7
95936,7980,81,36.0,40,80,72,Paradiso della Tenda,311,296,19,,2022-08-22,7
95973,7980,86,64.0,,6,5.19,Paradiso della Tenda,311,296,19,,2022-08-22,7
95974,7980,87,,2,6,5.19,Paradiso della Tenda,311,296,19,,2022-08-22,7
95280,7942,5,50.0,34.97,50,46.99,Paradiso della Tenda,310,295,19,7,2022-06-16,2
95295,7942,,46.0,75,129,118.19,Paradiso della Tenda,310,295,19,7,2022-06-16,2
95401,7942,20,20.0,78.55,109.98,103.7,Paradiso della Tenda,310,295,19,7,2022-06-16,2
95408,7942,21,18.0,29.17,35,33.83,Paradiso della Tenda,310,295,19,7,2022-06-16,2
95523,7942,36,62.0,18.05,,29.98,Paradiso della Tenda,310,295,19,7,2022-06-16,2
95536,7942,39,86.0,40.63,65,60.13,Paradiso della Tenda,310,295,19,7,2022-06-16,2
95578,7942,44,28.0,231.11,346.66,323.54,Paradiso della Tenda,310,295,19,7,2022-06-16,2
95586,7942,45,16.0,383.32,574.98,536.65,Paradiso della Tenda,310,295,19,7,2022-06-16,2
95624,7942,50,92.0,2,4,3.58,Paradiso della Tenda,310,295,19,7,2022-06-16,2
95637,7942,51,42.0,35,70,63,Paradiso della Tenda,310,295,19,7,2022-06-16,2
95701,7942,55,78.0,4,8,7.19,Paradiso della Tenda,310,295,19,7,2022-06-16,2
95737,7942,58,24.0,57.13,79.98,75.41,Paradiso della Tenda,310,295,19,7,2022-06-16,2
95750,7942,59,28.0,46.15,59.99,57.22,Paradiso della Tenda,310,295,19,7,2022-06-16,2
95755,7942,60,42.0,10,20,18,Paradiso della Tenda,310,295,19,7,2022-06-16,2
218.42,7942,67,58.0,116.19,243.99,95832,Paradiso della Tenda,310,295,19,7,2022-06-16,2
95925,7942,79,22.0,92.58,124.98,118.51,Paradiso della Tenda,310,295,19,7,2022-06-16,2
95938,7942,81,48.0,40,80,72,Paradiso della Tenda,310,295,19,7,2022-06-16,2
95951,7942,83,48.0,56.25,83.25,90,Paradiso della Tenda,310,295,19,7,2022-06-16,2
95962,7942,85,24.0,176.47,299.98,275.29,Paradiso della Tenda,310,295,19,7,2022-06-16,2
95976,7942,87,82.0,2,6,5.19,Paradiso della Tenda,310,295,19,7,2022-06-16,2
95282,7996,5,54.0,34.97,50,50,Paradiso della Tenda,312,297,21,7,2022-10-11,2
95284,7996,6,14.0,85.11,120,120,Paradiso della Tenda,312,297,21,7,2022-10-11,2
95311,7996,10,32.0,10,,17,Paradiso della Tenda,312,297,21,7,2022-10-11,2
95327,7996,12,42.0,473.07,615,,Paradiso della Tenda,312,297,21,7,2022-10-11,2
95345,7996,14,36.0,476,595,595,Paradiso della Tenda,312,297,21,7,2022-10-11,2
95400,7996,20,22.0,78.55,109.98,109.98,Paradiso della Tenda,312,297,21,7,2022-10-11,2
95412,7996,22,8.0,10,15,15,Paradiso della Tenda,312,297,21,7,2022-10-11,2
95447,7996,27,16.0,238.88,430,430,Paradiso della Tenda,312,297,21,7,2022-10-11,2
95481,7996,29,30.0,41.18,70,70,Paradiso della Tenda,312,297,21,7,2022-10-11,2
95488,7996,31,92.0,7.5,15,15,Paradiso della Tenda,312,297,21,7,2022-10-11,2
95502,7996,33,86.0,18,27,27,Paradiso della Tenda,312,297,21,7,2022-10-11,2
95517,7996,35,128.0,17.78,24,24,Paradiso della Tenda,312,297,21,7,2022-10-11,2
95524,7996,37,74.0,28.75,46,46,Paradiso della Tenda,312,297,21,7,2022-10-11,2
95545,7996,41,22.0,24.62,32,32,Paradiso della Tenda,312,297,21,7,2022-10-11,2
95585,7996,45,16.0,383.32,,574.98,Paradiso della Tenda,312,297,21,7,2022-10-11,2
95627,7996,,,2,4,4,Paradiso della Tenda,312,297,21,7,2022-10-11,2
95647,7996,51,40.0,35,,70,Paradiso della Tenda,312,297,21,7,2022-10-11,2
95744,7996,59,32.0,46.15,59.99,59.99,Paradiso della Tenda,312,297,21,7,2022-10-11,2
95800,7996,62,54.0,80,80,47.06,Paradiso della Tenda,312,297,21,7,2022-10-11,2
95834,7996,67,58.0,116.19,243.99,243.99,Paradiso della Tenda,312,297,21,7,2022-10-11,2
95837,7996,68,66.0,46.15,59.99,59.99,Paradiso della Tenda,312,297,21,7,2022-10-11,2
95850,7996,8,69.0,73.33,,109.98,Paradiso della Tenda,312,297,21,7,2022-10-11,2
95890,7996,73,46.0,8.56,11.98,11.98,Paradiso della Tenda,312,297,21,7,2022-10-11,2
95904,7996,75,94.0,80,110.4,110.4,Paradiso della Tenda,312,297,21,7,2022-10-11,2
95915,7996,77,94.0,45,90,90,Paradiso della Tenda,312,297,21,7,2022-10-11,2
95937,7996,81,48.0,40,80,80,Paradiso della Tenda,312,297,21,7,2022-10-11,2
95944,7996,82,80.0,20,30,30,Paradiso della Tenda,312,297,21,7,2022-10-11,2
95957,7996,84,24.0,109.98,78.55,109.98,Paradiso della Tenda,312,297,21,7,2022-10-11,2
95966,7996,85,34.0,176.47,299.98,244.22,Paradiso della Tenda,312,297,21,7,2022-10-11,2
95997,7996,92,36.0,2,5,5,Paradiso della Tenda,312,297,21,7,2022-10-11,2
95292,7947,7,32.0,46.38,64,60.47,Paradiso della Tenda,312,297,19,7,2022-04-08,5
95446,7947,26,22.0,213.33,319.98,298.66,Paradiso della Tenda,312,297,19,7,2022-04-08,5
95484,7947,30,62.0,6.75,13.5,12.14,Paradiso della Tenda,312,297,19,7,2022-04-08,5
95493,7947,32,128.0,16.67,25,23.32,Paradiso della Tenda,312,297,19,7,2022-04-08,5
95501,7947,33,144.0,18,27,25.2,Paradiso della Tenda,312,297,19,7,2022-04-08,5
95530,7947,38,48.0,20,30,28,Paradiso della Tenda,312,297,19,7,2022-04-08,5
95535,7947,39,68.0,40.63,65,60.13,Paradiso della Tenda,312,297,19,7,2022-04-08,5
95612,7947,48,18.0,55,110,,Paradiso della Tenda,312,297,19,7,2022-04-08,5
95676,7947,53,54.0,28.55,39.99,37.7,Paradiso della Tenda,312,297,19,7,2022-04-08,5
95771,7947,61,40.0,20,40,36,Paradiso della Tenda,312,297,19,7,2022-04-08,5
95829,7947,66,32.0,45,90,81,Paradiso della Tenda,312,297,19,7,2022-04-08,5
95872,7947,71,20.0,60,90,84,Paradiso della Tenda,312,297,19,7,2022-04-08,5
95906,7947,76,98.0,23.53,40,36.7,Paradiso della Tenda,312,297,19,7,2022-04-08,5
95929,7947,80,,94.12,160,146.82,Paradiso della Tenda,312,297,19,7,2022-04-08,5
95940,7947,82,,20,30,28,Paradiso della Tenda,312,297,19,7,2022-04-08,5
95956,7947,84,44.0,,,103.7,Paradiso della Tenda,312,297,19,7,2022-04-08,5
95978,7947,6,96.0,2,87,5.19,Paradiso della Tenda,312,297,19,7,2022-04-08,5
95998,7947,92,32.0,2,5,4.4,Paradiso della Tenda,312,297,19,7,2022-04-08,5
96019,7947,98,36.0,3,6,5.4,Paradiso della Tenda,312,297,19,7,2022-04-08,5
95314,7934,11,350.0,250,18,350,NonSoloNeve,306,291,21,7,2022-10-18,4
